,Vehicle,engine_type,engine_config,cylinders,displacement,hp,tq
7216,2008 Dodge Durango Specs: 4WD 4-Door SXT,v8,v,8,4.7,230,290
7217,2008 Dodge Durango Specs: 4WD 4-Door SLT,v8,v,8,4.7,230,290
7218,2008 Dodge Durango Specs: 4WD 4-Door Limited,v8,v,8,4.7,230,290
7219,2008 Dodge Durango Specs: 4WD 4-Door Adventurer,v8,v,8,4.7,230,290
7220,2008 Dodge Durango Specs: 2WD 4-Door SXT,v6,v,6,3.7,210,235
7221,2008 Dodge Durango Specs: 2WD 4-Door SLT,v6,v,6,3.7,210,235
7222,2008 Dodge Durango Specs: 2WD 4-Door Limited,v8,v,8,4.7,230,290
7223,2007 Dodge Durango Specs: 2WD 4-Door Limited,v8,v,8,4.7,230,290
7224,2007 Dodge Durango Specs: 4WD 4-Door SXT,v8,v,8,4.7,230,290
7225,2007 Dodge Durango Specs: 4WD 4-Door SLT,v8,v,8,4.7,230,290
7226,2007 Dodge Durango Specs: 4WD 4-Door Limited,v8,v,8,4.7,230,290
7227,2007 Dodge Durango Specs: 2WD 4-Door SXT,v6,v,6,3.7,210,235
7228,2007 Dodge Durango Specs: 2WD 4-Door SLT,v6,v,6,3.7,210,235
7229,2006 Dodge Durango Specs: 4-Door 4WD Limited,v8,v,8,4.7,230,290
7230,2006 Dodge Durango Specs: 4-Door SXT,v6,v,6,3.7,210,235
7231,2006 Dodge Durango Specs: 4-Door SLT,v6,v,6,3.7,210,235
7232,2006 Dodge Durango Specs: 4-Door Limited,v8,v,8,4.7,230,290
7233,2006 Dodge Durango Specs: 4-Door 4WD SXT,v8,v,8,4.7,230,290
7234,2006 Dodge Durango Specs: 4-Door 4WD SLT,v8,v,8,4.7,230,290
7235,2005 Dodge Durango Specs: 4-Door 4WD Limited,v8,v,8,4.7,230,290
7236,2005 Dodge Durango Specs: 4-Door SXT,v6,v,6,3.7,210,235
7237,2005 Dodge Durango Specs: 4-Door SLT,v6,v,6,3.7,210,235
7238,2005 Dodge Durango Specs: 4-Door Limited,v8,v,8,4.7,230,290
7239,2005 Dodge Durango Specs: 4-Door 4WD SXT,v8,v,8,4.7,230,290
7240,2005 Dodge Durango Specs: 4-Door 4WD SLT,v8,v,8,4.7,230,290
7241,2004 Dodge Durango Specs: 4-Door 4WD Limited,v8,v,8,4.7,230,290
7242,2004 Dodge Durango Specs: 4-Door ST,v6,v,6,3.7,210,235
7243,2004 Dodge Durango Specs: 4-Door SLT,v6,v,6,3.7,210,235
7244,2004 Dodge Durango Specs: 4-Door Limited,v8,v,8,4.7,230,290
7245,2004 Dodge Durango Specs: 4-Door 4WD ST,v8,v,8,4.7,230,290
7246,2004 Dodge Durango Specs: 4-Door 4WD SLT,v8,v,8,4.7,230,290
7247,2003 Dodge Durango Specs: 4-Door 4WD R/T,v8,v,8,5.9,245,335
7248,2003 Dodge Durango Specs: 4-Door Sport,v8,v,8,4.7,230,290
7249,2003 Dodge Durango Specs: 4-Door SLT Plus,v8,v,8,4.7,230,290
7250,2003 Dodge Durango Specs: 4-Door SLT,v8,v,8,4.7,230,290
7251,2003 Dodge Durango Specs: 4-Door 4WD Sport,v8,v,8,4.7,230,290
7252,2003 Dodge Durango Specs: 4-Door 4WD SLT Plus,v8,v,8,4.7,230,290
7253,2003 Dodge Durango Specs: 4-Door 4WD SLT,v8,v,8,4.7,230,290
7254,2002 Dodge Durango Specs: 4-Door 4WD R/T,v8,v,8,5.9,250,345
7255,2002 Dodge Durango Specs: 4-Door Sport,v8,v,8,4.7,235,295
7256,2002 Dodge Durango Specs: 4-Door SLT Plus,v8,v,8,4.7,235,295
7257,2002 Dodge Durango Specs: 4-Door SLT,v8,v,8,4.7,235,295
7258,2002 Dodge Durango Specs: 4-Door 4WD Sport,v8,v,8,4.7,235,295
7259,2002 Dodge Durango Specs: 4-Door 4WD SLT Plus,v8,v,8,4.7,235,295
7260,2002 Dodge Durango Specs: 4-Door 4WD SLT,v8,v,8,4.7,235,295
7261,2001 Dodge Durango Specs: 4-Door,v8,v,8,4.7,235,295
7262,2001 Dodge Durango Specs: 4-Door 4WD R/T,v8,v,8,5.9,250,350
7263,2001 Dodge Durango Specs: 4-Door 4WD,v8,v,8,4.7,235,295
7264,2000 Dodge Durango Specs: 4-Door,v8,v,8,5.2,230,300
7265,2000 Dodge Durango Specs: 4-Door 4WD,v8,v,8,4.7,235,295
7266,1999 Dodge Durango Specs: 4-Door,v8,v,8,5.2,230,300
7267,1999 Dodge Durango Specs: 4-Door 4WD,v8,v,8,5.2,230,300
7268,1998 Dodge Durango Specs: 4-Door 4WD,v8,v,8,5.2,225,295
7269,2019 Dodge Charger Specs: SXT AWD,v6,v,6,3.6,300,264
7270,2019 Dodge Charger Specs: SXT RWD,v6,v,6,3.6,292,260
7271,2019 Dodge Charger Specs: SRT Hellcat RWD,v8,v,8,6.2,707,650
7272,2019 Dodge Charger Specs: Scat Pack RWD,v8,v,8,6.4,485,475
7273,2019 Dodge Charger Specs: R/T RWD,v8,v,8,5.7,370,395
7274,2019 Dodge Charger Specs: GT RWD,v6,v,6,3.6,300,264
7275,2018 Dodge Charger Specs: GT AWD,v6,v,6,3.6,300,264
7276,2018 Dodge Charger Specs: SXT Plus RWD,v6,v,6,3.6,292,260
7277,2018 Dodge Charger Specs: SXT RWD,v6,v,6,3.6,292,260
7278,2018 Dodge Charger Specs: SRT Hellcat RWD,v8,v,8,6.2,707,650
7279,2018 Dodge Charger Specs: SRT 392 RWD,v8,v,8,6.4,485,475
7280,2018 Dodge Charger Specs: R/T Scat Pack RWD,v8,v,8,6.4,485,475
7281,2018 Dodge Charger Specs: R/T RWD,v8,v,8,5.7,370,395
7282,2018 Dodge Charger Specs: Daytona 392 RWD,v8,v,8,6.4,485,475
7283,2018 Dodge Charger Specs: Daytona RWD,v8,v,8,5.7,370,395
7284,2016 Dodge Charger Specs: 4-Door Sedan SE AWD,v6,v,6,3.6,292,260
7285,2016 Dodge Charger Specs: 4-Door Sedan SXT RWD,v6,v,6,3.6,292,260
7286,2016 Dodge Charger Specs: 4-Door Sedan SRT Hellcat RWD,v8,v,8,6.2,707,650
7287,2016 Dodge Charger Specs: 4-Door Sedan SRT 392 RWD,v8,v,8,6.4,485,475
7288,2016 Dodge Charger Specs: 4-Door Sedan SE RWD,v6,v,6,3.6,292,260
7289,2016 Dodge Charger Specs: 4-Door Sedan Road/Track RWD,v8,v,8,5.7,370,395
7290,2016 Dodge Charger Specs: 4-Door Sedan R/T Scat Pack RWD,v8,v,8,6.4,485,475
7291,2016 Dodge Charger Specs: 4-Door Sedan R/T RWD,v8,v,8,5.7,370,395
7292,2016 Dodge Charger Specs: 4-Door Sedan SXT AWD,v6,v,6,3.6,292,260
7293,2015 Dodge Charger Specs: 4-Door Sedan SE AWD,v6,v,6,3.6,292,260
7294,2015 Dodge Charger Specs: 4-Door Sedan SXT RWD,v6,v,6,3.6,292,260
7295,2015 Dodge Charger Specs: 4-Door Sedan SRT Hellcat RWD,v8,v,8,6.2,707,650
7296,2015 Dodge Charger Specs: 4-Door Sedan SRT 392 RWD,v8,v,8,6.4,485,475
7297,2015 Dodge Charger Specs: 4-Door Sedan SE RWD,v6,v,6,3.6,292,260
7298,2015 Dodge Charger Specs: 4-Door Sedan RT Scat Pack RWD,v8,v,8,6.4,485,475
7299,2015 Dodge Charger Specs: 4-Door Sedan RT RWD,v8,v,8,5.7,370,395
7300,2015 Dodge Charger Specs: 4-Door Sedan Road/Track RWD,v8,v,8,5.7,370,395
7301,2015 Dodge Charger Specs: 4-Door Sedan SXT AWD,v6,v,6,3.6,292,260
7302,2014 Dodge Charger Specs: 4-Door Sedan RT AWD,v8,v,8,5.7,370,395
7303,2014 Dodge Charger Specs: 4-Door Sedan SXT Plus RWD,v6,v,6,3.6,292,260
7304,2014 Dodge Charger Specs: 4-Door Sedan SXT 100th Anniversary RWD,v6,v,6,3.6,292,260
7305,2014 Dodge Charger Specs: 4-Door Sedan SXT RWD,v6,v,6,3.6,292,260
7306,2014 Dodge Charger Specs: 4-Door Sedan SRT8 Super Bee RWD,v8,v,8,6.4,470,470
7307,2014 Dodge Charger Specs: 4-Door Sedan SRT8 RWD,v8,v,8,6.4,470,470
7308,2014 Dodge Charger Specs: 4-Door Sedan SE RWD,v6,v,6,3.6,292,260
7309,2014 Dodge Charger Specs: 4-Door Sedan RT Plus RWD,v8,v,8,5.7,370,395
7310,2014 Dodge Charger Specs: 4-Door Sedan RT Max RWD,v8,v,8,5.7,370,395
7311,2014 Dodge Charger Specs: 4-Door Sedan RT 100th Anniversary RWD,v8,v,8,5.7,370,395
7312,2014 Dodge Charger Specs: 4-Door Sedan RT RWD,v8,v,8,5.7,370,395
7313,2014 Dodge Charger Specs: 4-Door Sedan Road/Track RWD,v8,v,8,5.7,370,395
7314,2014 Dodge Charger Specs: 4-Door Sedan SXT Plus AWD,v6,v,6,3.6,292,260
7315,2014 Dodge Charger Specs: 4-Door Sedan SXT AWD,v6,v,6,3.6,292,260
7316,2014 Dodge Charger Specs: 4-Door Sedan RT Plus AWD,v8,v,8,5.7,370,395
7317,2014 Dodge Charger Specs: 4-Door Sedan RT Max AWD,v8,v,8,5.7,370,395
7318,2013 Dodge Charger Specs: 4-Door Sedan RT AWD,v8,v,8,5.7,370,395
7319,2013 Dodge Charger Specs: 4-Door Sedan SXT Plus RWD,v6,v,6,3.6,292,260
7320,2013 Dodge Charger Specs: 4-Door Sedan SXT RWD,v6,v,6,3.6,292,260
7321,2013 Dodge Charger Specs: 4-Door Sedan SRT8 Super Bee RWD,v8,v,8,6.4,470,470
7322,2013 Dodge Charger Specs: 4-Door Sedan SRT8 RWD,v8,v,8,6.4,470,470
7323,2013 Dodge Charger Specs: 4-Door Sedan SE RWD,v6,v,6,3.6,292,260
7324,2013 Dodge Charger Specs: 4-Door Sedan RT Plus RWD,v8,v,8,5.7,370,395
7325,2013 Dodge Charger Specs: 4-Door Sedan RT Max RWD,v8,v,8,5.7,370,395
7326,2013 Dodge Charger Specs: 4-Door Sedan RT RWD,v8,v,8,5.7,370,395
7327,2013 Dodge Charger Specs: 4-Door Sedan Road/Track RWD,v8,v,8,5.7,370,395
7328,2013 Dodge Charger Specs: 4-Door Sedan SXT Plus AWD,v6,v,6,3.6,292,260
7329,2013 Dodge Charger Specs: 4-Door Sedan SXT AWD,v6,v,6,3.6,292,260
7330,2013 Dodge Charger Specs: 4-Door Sedan RT Plus AWD,v8,v,8,5.7,370,395
7331,2013 Dodge Charger Specs: 4-Door Sedan RT Max AWD,v8,v,8,5.7,370,395
7332,2012 Dodge Charger Specs: 4-Door Sedan RT AWD,v8,v,8,5.7,370,395
7333,2012 Dodge Charger Specs: 4-Door Sedan SXT Plus RWD,v6,v,6,3.6,292,260
7334,2012 Dodge Charger Specs: 4-Door Sedan SXT RWD,v6,v,6,3.6,292,260
7335,2012 Dodge Charger Specs: 4-Door Sedan SRT8 Super Bee RWD,v8,v,8,6.4,470,470
7336,2012 Dodge Charger Specs: 4-Door Sedan SRT8 RWD,v8,v,8,6.4,470,470
7337,2012 Dodge Charger Specs: 4-Door Sedan SE RWD,v6,v,6,3.6,292,260
7338,2012 Dodge Charger Specs: 4-Door Sedan RT Plus RWD,v8,v,8,5.7,370,395
7339,2012 Dodge Charger Specs: 4-Door Sedan RT Max RWD,v8,v,8,5.7,370,395
7340,2012 Dodge Charger Specs: 4-Door Sedan RT RWD,v8,v,8,5.7,370,395
7341,2012 Dodge Charger Specs: 4-Door Sedan Road/Track RWD,v8,v,8,5.7,370,395
7342,2012 Dodge Charger Specs: 4-Door Sedan SXT Plus AWD,v6,v,6,3.6,292,260
7343,2012 Dodge Charger Specs: 4-Door Sedan SXT AWD,v6,v,6,3.6,292,260
7344,2012 Dodge Charger Specs: 4-Door Sedan RT Plus AWD,v8,v,8,5.7,370,395
7345,2012 Dodge Charger Specs: 4-Door Sedan RT Max AWD,v8,v,8,5.7,370,395
7346,2011 Dodge Charger Specs: 4-Door Sedan RT AWD,v8,v,8,5.7,370,395
7347,2011 Dodge Charger Specs: 4-Door Sedan SE RWD,v6,v,6,3.6,292,260
7348,2011 Dodge Charger Specs: 4-Door Sedan RT Plus RWD,v8,v,8,5.7,370,395
7349,2011 Dodge Charger Specs: 4-Door Sedan RT Max RWD,v8,v,8,5.7,370,395
7350,2011 Dodge Charger Specs: 4-Door Sedan RT RWD,v8,v,8,5.7,370,395
7351,2011 Dodge Charger Specs: 4-Door Sedan Road/Track RWD,v8,v,8,5.7,370,395
7352,2011 Dodge Charger Specs: 4-Door Sedan Rallye Plus RWD,v6,v,6,3.6,292,260
7353,2011 Dodge Charger Specs: 4-Door Sedan Rallye RWD,v6,v,6,3.6,292,260
7354,2011 Dodge Charger Specs: 4-Door Sedan Mopar 11 RWD,v8,v,8,5.7,370,395
7355,2011 Dodge Charger Specs: 4-Door Sedan RT Plus AWD,v8,v,8,5.7,370,395
7356,2011 Dodge Charger Specs: 4-Door Sedan RT Max AWD,v8,v,8,5.7,370,395
7357,2010 Dodge Charger Specs: 4-Door Sedan 3.5L AWD,v6,v,6,3.5,250,250
7358,2010 Dodge Charger Specs: 4-Door Sedan SXT RWD,v6,v,6,3.5,250,250
7359,2010 Dodge Charger Specs: 4-Door Sedan SRT8 RWD,v8,v,8,6.1,425,420
7360,2010 Dodge Charger Specs: 4-Door Sedan Road/Track RWD,v8,v,8,5.7,372,400
7361,2010 Dodge Charger Specs: 4-Door Sedan Rallye RWD,v6,v,6,3.5,250,250
7362,2010 Dodge Charger Specs: 4-Door Sedan R/T RWD,v8,v,8,5.7,368,395
7363,2010 Dodge Charger Specs: 4-Door Sedan 3.5L RWD,v6,v,6,3.5,250,250
7364,2010 Dodge Charger Specs: 4-Door Sedan RWD,v6,v,6,2.7,178,190
7365,2010 Dodge Charger Specs: 4-Door Sedan SXT AWD,v6,v,6,3.5,250,250
7366,2010 Dodge Charger Specs: 4-Door Sedan Rallye AWD,v6,v,6,3.5,250,250
7367,2010 Dodge Charger Specs: 4-Door Sedan R/T AWD,v8,v,8,5.7,368,395
7368,2009 Dodge Charger Specs: 4-Door Sedan R/T AWD,v8,v,8,5.7,368,395
7369,2009 Dodge Charger Specs: 4-Door Sedan SXT RWD,v6,v,6,3.5,250,250
7370,2009 Dodge Charger Specs: 4-Door Sedan SRT8 RWD,v8,v,8,6.1,425,420
7371,2009 Dodge Charger Specs: 4-Door Sedan SE RWD,v6,v,6,2.7,178,190
7372,2009 Dodge Charger Specs: 4-Door Sedan R/T RWD,v8,v,8,5.7,368,395
7373,2009 Dodge Charger Specs: 4-Door Sedan SXT AWD,v6,v,6,3.5,250,250
7374,2008 Dodge Charger Specs: 4-Door Sedan R/T AWD,v8,v,8,5.7,335,375
7375,2008 Dodge Charger Specs: 4-Door Sedan SXT RWD,v6,v,6,3.5,250,250
7376,2008 Dodge Charger Specs: 4-Door Sedan SRT8 RWD,v8,v,8,6.1,425,420
7377,2008 Dodge Charger Specs: 4-Door Sedan R/T RWD,v8,v,8,5.7,335,375
7378,2008 Dodge Charger Specs: 4-Door Sedan RWD,v6,v,6,2.7,186,191
7379,2008 Dodge Charger Specs: 4-Door Sedan SXT AWD,v6,v,6,3.5,250,250
7380,2007 Dodge Charger Specs: 4-Door Sedan 4-Speed Automatic RWD,v6,v,6,2.7,200,190
7381,2007 Dodge Charger Specs: 4-Door Sedan 5-Speed Automatic SRT8 RWD,v8,v,8,6.1,420,420
7382,2007 Dodge Charger Specs: 4-Door Sedan 5-Speed Automatic R/T RWD,v8,v,8,5.7,350,390
7383,2007 Dodge Charger Specs: 4-Door Sedan 5-Speed Automatic RWD,v6,v,6,3.5,250,250
7384,2007 Dodge Charger Specs: 4-Door Sedan 5-Speed Automatic SXT AWD,v6,v,6,3.5,250,250
7385,2007 Dodge Charger Specs: 4-Door Sedan 5-Speed Automatic R/T AWD,v8,v,8,5.7,345,375
7386,2006 Dodge Charger Specs: 4-Door Sedan RWD,v6,v,6,3.5,250,250
7387,2006 Dodge Charger Specs: 4-Door Sedan SRT8 RWD,v8,v,8,6.1,425,420
7388,2006 Dodge Charger Specs: 4-Door Sedan R/T RWD,v8,v,8,5.7,350,375
7389,2019 Dodge Journey Specs: Crossroad AWD,v6,v,6,3.6,283,260
7390,2019 Dodge Journey Specs: SE Value Pkg FWD,i4,i,4,2.4,173,166
7391,2019 Dodge Journey Specs: SE FWD,i4,i,4,2.4,173,166
7392,2019 Dodge Journey Specs: GT FWD,v6,v,6,3.6,283,260
7393,2019 Dodge Journey Specs: Crossroad FWD,i4,i,4,2.4,173,166
7394,2019 Dodge Journey Specs: SE AWD,v6,v,6,3.6,283,260
7395,2019 Dodge Journey Specs: GT AWD,v6,v,6,3.6,283,260
7396,2018 Dodge Journey Specs: Crossroad AWD,v6,v,6,3.6,283,260
7397,2018 Dodge Journey Specs: SXT FWD,v6,v,6,3.6,283,260
7398,2018 Dodge Journey Specs: SE FWD,i4,i,4,2.4,173,166
7399,2018 Dodge Journey Specs: GT FWD,v6,v,6,3.6,283,260
7400,2018 Dodge Journey Specs: Crossroad FWD,i4,i,4,2.4,173,166
7401,2018 Dodge Journey Specs: SXT AWD,v6,v,6,3.6,283,260
7402,2018 Dodge Journey Specs: SE AWD,v6,v,6,3.6,283,260
7403,2018 Dodge Journey Specs: GT AWD,v6,v,6,3.6,283,260
7404,2016 Dodge Journey Specs: AWD 4-Door Crossroad,v6,v,6,3.6,283,260
7405,2016 Dodge Journey Specs: FWD 4-Door SXT,i4,i,4,2.4,173,166
7406,2016 Dodge Journey Specs: FWD 4-Door SE,i4,i,4,2.4,173,166
7407,2016 Dodge Journey Specs: FWD 4-Door R/T,v6,v,6,3.6,283,260
7408,2016 Dodge Journey Specs: FWD 4-Door Crossroad Plus,i4,i,4,2.4,173,166
7409,2016 Dodge Journey Specs: FWD 4-Door Crossroad,i4,i,4,2.4,173,166
7410,2016 Dodge Journey Specs: AWD 4-Door SXT,v6,v,6,3.6,283,260
7411,2016 Dodge Journey Specs: AWD 4-Door SE,v6,v,6,3.6,283,260
7412,2016 Dodge Journey Specs: AWD 4-Door R/T,v6,v,6,3.6,283,260
7413,2016 Dodge Journey Specs: AWD 4-Door Crossroad Plus,v6,v,6,3.6,283,260
7414,2015 Dodge Journey Specs: AWD 4-Door Crossroad,v6,v,6,3.6,283,260
7415,2015 Dodge Journey Specs: FWD 4-Door SXT,i4,i,4,2.4,173,166
7416,2015 Dodge Journey Specs: FWD 4-Door SE,i4,i,4,2.4,173,166
7417,2015 Dodge Journey Specs: FWD 4-Door R/T,v6,v,6,3.6,283,260
7418,2015 Dodge Journey Specs: FWD 4-Door Limited,v6,v,6,3.6,283,260
7419,2015 Dodge Journey Specs: FWD 4-Door Crossroad,i4,i,4,2.4,173,166
7420,2015 Dodge Journey Specs: FWD 4-Door American Value Pkg,i4,i,4,2.4,173,166
7421,2015 Dodge Journey Specs: AWD 4-Door SXT,v6,v,6,3.6,283,260
7422,2015 Dodge Journey Specs: AWD 4-Door SE,v6,v,6,3.6,283,260
7423,2015 Dodge Journey Specs: AWD 4-Door R/T,v6,v,6,3.6,283,260
7424,2015 Dodge Journey Specs: AWD 4-Door Limited,v6,v,6,3.6,283,260
7425,2014 Dodge Journey Specs: AWD 4-Door Crossroad,v6,v,6,3.6,283,260
7426,2014 Dodge Journey Specs: FWD 4-Door SXT,i4,i,4,2.4,173,166
7427,2014 Dodge Journey Specs: FWD 4-Door SE,i4,i,4,2.4,173,166
7428,2014 Dodge Journey Specs: FWD 4-Door R/T,v6,v,6,3.6,283,260
7429,2014 Dodge Journey Specs: FWD 4-Door Limited,v6,v,6,3.6,283,260
7430,2014 Dodge Journey Specs: FWD 4-Door Crossroad,i4,i,4,2.4,173,166
7431,2014 Dodge Journey Specs: FWD 4-Door American Value Pkg,i4,i,4,2.4,173,166
7432,2014 Dodge Journey Specs: AWD 4-Door SXT,v6,v,6,3.6,283,260
7433,2014 Dodge Journey Specs: AWD 4-Door SE,v6,v,6,3.6,283,260
7434,2014 Dodge Journey Specs: AWD 4-Door R/T,v6,v,6,3.6,283,260
7435,2014 Dodge Journey Specs: AWD 4-Door Limited,v6,v,6,3.6,283,260
7436,2013 Dodge Journey Specs: AWD 4-Door Crew,v6,v,6,3.6,283,260
7437,2013 Dodge Journey Specs: FWD 4-Door SXT,i4,i,4,2.4,173,166
7438,2013 Dodge Journey Specs: FWD 4-Door SE,i4,i,4,2.4,173,166
7439,2013 Dodge Journey Specs: FWD 4-Door R/T,v6,v,6,3.6,283,260
7440,2013 Dodge Journey Specs: FWD 4-Door Crew,v6,v,6,3.6,283,260
7441,2013 Dodge Journey Specs: FWD 4-Door American Value Pkg,i4,i,4,2.4,173,166
7442,2013 Dodge Journey Specs: AWD 4-Door SXT,v6,v,6,3.6,283,260
7443,2013 Dodge Journey Specs: AWD 4-Door R/T,v6,v,6,3.6,283,260
7444,2012 Dodge Journey Specs: AWD 4-Door Crew,v6,v,6,3.6,283,260
7445,2012 Dodge Journey Specs: FWD 4-Door SXT,i4,i,4,2.4,173,166
7446,2012 Dodge Journey Specs: FWD 4-Door SE,i4,i,4,2.4,173,166
7447,2012 Dodge Journey Specs: FWD 4-Door R/T,v6,v,6,3.6,283,260
7448,2012 Dodge Journey Specs: FWD 4-Door Crew,v6,v,6,3.6,283,260
7449,2012 Dodge Journey Specs: FWD 4-Door American Value Pkg,i4,i,4,2.4,173,166
7450,2012 Dodge Journey Specs: AWD 4-Door SXT,v6,v,6,3.6,283,260
7451,2012 Dodge Journey Specs: AWD 4-Door R/T,v6,v,6,3.6,283,260
7452,2011 Dodge Journey Specs: AWD 4-Door Crew,v6,v,6,3.6,283,260
7453,2011 Dodge Journey Specs: FWD 4-Door R/T,v6,v,6,3.6,283,260
7454,2011 Dodge Journey Specs: FWD 4-Door Mainstreet,v6,v,6,3.6,283,260
7455,2011 Dodge Journey Specs: FWD 4-Door LUX,v6,v,6,3.6,283,260
7456,2011 Dodge Journey Specs: FWD 4-Door Express,i4,i,4,2.4,173,166
7457,2011 Dodge Journey Specs: FWD 4-Door Crew,v6,v,6,3.6,283,260
7458,2011 Dodge Journey Specs: AWD 4-Door R/T,v6,v,6,3.6,283,260
7459,2011 Dodge Journey Specs: AWD 4-Door Mainstreet,v6,v,6,3.6,283,260
7460,2011 Dodge Journey Specs: AWD 4-Door LUX,v6,v,6,3.6,283,260
7461,2010 Dodge Journey Specs: AWD 4-Door Crew,v6,v,6,3.5,235,232
7462,2010 Dodge Journey Specs: FWD 4-Door SXT,v6,v,6,3.5,235,232
7463,2010 Dodge Journey Specs: FWD 4-Door SE,i4,i,4,2.4,173,166
7464,2010 Dodge Journey Specs: FWD 4-Door Crew,v6,v,6,3.5,235,232
7465,2010 Dodge Journey Specs: AWD 4-Door SXT,v6,v,6,3.5,235,232
7466,2009 Dodge Journey Specs: AWD 4-Door R/T,v6,v,6,3.5,235,232
7467,2009 Dodge Journey Specs: FWD 4-Door SXT,v6,v,6,3.5,235,232
7468,2009 Dodge Journey Specs: FWD 4-Door SE,i4,i,4,2.4,173,166
7469,2009 Dodge Journey Specs: FWD 4-Door R/T,v6,v,6,3.5,235,232
7470,2009 Dodge Journey Specs: AWD 4-Door SXT,v6,v,6,3.5,235,232
7471,2019 Dodge Grand Caravan Specs: SE Wagon,v6,v,6,3.6,283,260
7472,2019 Dodge Grand Caravan Specs: SXT Wagon,v6,v,6,3.6,283,260
7473,2019 Dodge Grand Caravan Specs: SE Plus Wagon,v6,v,6,3.6,283,260
7474,2018 Dodge Grand Caravan Specs: SE Wagon,v6,v,6,3.6,283,260
7475,2018 Dodge Grand Caravan Specs: SXT Wagon,v6,v,6,3.6,283,260
7476,2018 Dodge Grand Caravan Specs: SE Plus Wagon,v6,v,6,3.6,283,260
7477,2016 Dodge Grand Caravan Specs: 4-Door Wagon American Value Pkg,v6,v,6,3.6,283,260
7478,2016 Dodge Grand Caravan Specs: 4-Door Wagon SXT Plus,v6,v,6,3.6,283,260
7479,2016 Dodge Grand Caravan Specs: 4-Door Wagon SXT,v6,v,6,3.6,283,260
7480,2016 Dodge Grand Caravan Specs: 4-Door Wagon SE Plus,v6,v,6,3.6,283,260
7481,2016 Dodge Grand Caravan Specs: 4-Door Wagon SE,v6,v,6,3.6,283,260
7482,2016 Dodge Grand Caravan Specs: 4-Door Wagon R/T,v6,v,6,3.6,283,260
7483,2015 Dodge Grand Caravan Specs: 4-Door Wagon American Value Pkg,v6,v,6,3.6,283,260
7484,2015 Dodge Grand Caravan Specs: 4-Door Wagon SXT Plus,v6,v,6,3.6,283,260
7485,2015 Dodge Grand Caravan Specs: 4-Door Wagon SXT,v6,v,6,3.6,283,260
7486,2015 Dodge Grand Caravan Specs: 4-Door Wagon SE Plus,v6,v,6,3.6,283,260
7487,2015 Dodge Grand Caravan Specs: 4-Door Wagon SE,v6,v,6,3.6,283,260
7488,2015 Dodge Grand Caravan Specs: 4-Door Wagon R/T,v6,v,6,3.6,283,260
7489,2014 Dodge Grand Caravan Specs: 4-Door Wagon American Value Pkg,v6,v,6,3.6,283,260
7490,2014 Dodge Grand Caravan Specs: 4-Door Wagon SXT 30th Anniversary,v6,v,6,3.6,283,260
7491,2014 Dodge Grand Caravan Specs: 4-Door Wagon SXT,v6,v,6,3.6,283,260
7492,2014 Dodge Grand Caravan Specs: 4-Door Wagon SE 30th Anniversary,v6,v,6,3.6,283,260
7493,2014 Dodge Grand Caravan Specs: 4-Door Wagon SE,v6,v,6,3.6,283,260
7494,2014 Dodge Grand Caravan Specs: 4-Door Wagon R/T,v6,v,6,3.6,283,260
7495,2013 Dodge Grand Caravan Specs: 4-Door Wagon American Value Pkg,v6,v,6,3.6,283,260
7496,2013 Dodge Grand Caravan Specs: 4-Door Wagon SXT,v6,v,6,3.6,283,260
7497,2013 Dodge Grand Caravan Specs: 4-Door Wagon SE,v6,v,6,3.6,283,260
7498,2013 Dodge Grand Caravan Specs: 4-Door Wagon R/T,v6,v,6,3.6,283,260
7499,2013 Dodge Grand Caravan Specs: 4-Door Wagon Crew,v6,v,6,3.6,283,260
7500,2012 Dodge Grand Caravan Specs: 4-Door Wagon American Value Pkg,v6,v,6,3.6,283,260
7501,2012 Dodge Grand Caravan Specs: 4-Door Wagon SXT,v6,v,6,3.6,283,260
7502,2012 Dodge Grand Caravan Specs: 4-Door Wagon SE,v6,v,6,3.6,283,260
7503,2012 Dodge Grand Caravan Specs: 4-Door Wagon R/T,v6,v,6,3.6,283,260
7504,2012 Dodge Grand Caravan Specs: 4-Door Wagon Crew,v6,v,6,3.6,283,260
7505,2011 Dodge Grand Caravan Specs: 4-Door Wagon Crew,v6,v,6,3.6,283,260
7506,2011 Dodge Grand Caravan Specs: 4-Door Wagon R/T,v6,v,6,3.6,283,260
7507,2011 Dodge Grand Caravan Specs: 4-Door Wagon Mainstreet,v6,v,6,3.6,283,260
7508,2011 Dodge Grand Caravan Specs: 4-Door Wagon Lux,v6,v,6,3.6,283,260
7509,2011 Dodge Grand Caravan Specs: 4-Door Wagon Express,v6,v,6,3.6,283,260
7510,2010 Dodge Grand Caravan Specs: 4-Door Wagon Crew,v6,v,6,4.0,251,259
7511,2010 Dodge Grand Caravan Specs: 4-Door Wagon SXT,v6,v,6,3.8,197,230
7512,2010 Dodge Grand Caravan Specs: 4-Door Wagon SE,v6,v,6,3.3,175,205
7513,2010 Dodge Grand Caravan Specs: 4-Door Wagon Hero,v6,v,6,3.8,197,230
7514,2009 Dodge Grand Caravan Specs: 4-Door Wagon SE,v6,v,6,3.3,175,205
7515,2009 Dodge Grand Caravan Specs: 4-Door Wagon SXT,v6,v,6,3.8,197,230
